DB_ID,SKU,Store,Date,Unit Sales,Dollar Sales
93784,7312455530,312,26/03/2015,2,45.98
93785,7312455530,312,26/03/2015,3,68.97
93786,7312455530,312,01/04/2015,3,68.97
93787,7312455530,312,04/04/2015,2,45.98
93788,7312455530,312,06/04/2015,2,45.98
93789,7312455530,312,07/04/2015,2,45.98
93790,7312455530,312,09/04/2015,3,68.97
93791,7312455530,312,11/04/2015,2,45.98
93792,7312455530,312,15/04/2015,3,68.97
93793,7312455530,312,16/04/2015,3,68.97
93794,7312455530,312,17/04/2015,1,22.99
93795,7312455530,312,18/04/2015,2,45.98
93796,7312455530,312,22/04/2015,3,68.97
93797,7312455530,312,24/04/2015,3,68.97
93798,7312455530,312,28/04/2015,2,45.98
93799,7312455530,312,28/04/2015,2,45.98
93800,7312455530,312,29/04/2015,3,68.97
93801,7312455530,312,30/04/2015,3,68.97
93802,7312455530,312,02/05/2015,2,45.98
93803,7312455530,312,04/05/2015,2,45.98
93804,7312455530,312,05/05/2015,2,45.98
93805,7312455530,312,05/05/2015,4,91.96
93806,7312455530,312,07/05/2015,2,45.98
93807,7312455530,312,07/05/2015,3,68.97
93808,7312455530,312,09/05/2015,2,45.98
93809,7312455530,312,13/05/2015,3,68.97
93810,7312455530,312,14/05/2015,2,45.98
93811,7312455530,312,15/05/2015,3,68.97
93812,7312455530,312,18/05/2015,2,45.98
93813,7312455530,312,19/05/2015,2,45.98
93814,7312455530,312,20/05/2015,5,114.95
93815,7312455530,312,26/05/2015,4,91.96
93816,7312455530,312,27/05/2015,3,68.97
93817,7312455530,312,03/06/2015,3,68.97
93818,7312455530,312,03/06/2015,5,114.95
93819,7312455530,312,04/06/2015,3,68.97
93820,7312455530,312,05/06/2015,3,68.97
93821,7312455530,312,06/06/2015,2,45.98
93822,7312455530,312,09/06/2015,2,45.98
93823,7312455530,312,10/06/2015,5,114.95
93824,7312455530,312,15/06/2015,2,45.98
93825,7312455530,312,19/06/2015,3,68.97
93826,7312455530,312,22/06/2015,2,45.98
93827,7312455530,312,24/06/2015,5,114.95
93828,7312455530,312,25/06/2015,2,45.98
93829,7312455530,312,30/06/2015,2,45.98
93830,7312455530,312,01/07/2015,5,114.95
93831,7312455530,312,02/07/2015,2,45.98
93832,7312455530,312,04/07/2015,2,45.98
93833,7312455530,312,06/07/2015,2,45.98
93834,7312455530,312,07/07/2015,2,45.98
93835,7312455530,312,07/07/2015,2,45.98
93836,7312455530,312,09/07/2015,2,45.98
93837,7312455530,312,09/07/2015,2,45.98
93838,7312455530,312,09/07/2015,2,45.98
93839,7312455530,312,11/07/2015,2,45.98
93840,7312455530,312,18/07/2015,2,45.98
93841,7312455530,312,22/07/2015,3,68.97
93842,7312455530,312,23/07/2015,2,45.98
93843,7312455530,312,23/07/2015,2,45.98
93844,7312455530,312,23/07/2015,3,68.97
93845,7312455530,312,25/07/2015,2,45.98
93846,7312455530,312,27/07/2015,2,45.98
93847,7312455530,312,27/07/2015,2,45.98
93848,7312455530,312,28/07/2015,2,45.98
93849,7312455530,312,28/07/2015,2,45.98
93850,7312455530,312,28/07/2015,2,45.98
93851,7312455530,312,03/08/2015,2,45.98
93852,7312455530,312,04/08/2015,4,91.96
93853,7312455530,312,08/08/2015,2,45.98
93854,7312455530,312,12/08/2015,3,68.97
93855,7312455530,312,12/08/2015,5,114.95
93856,7312455530,312,15/08/2015,2,45.98
93857,7312455530,312,19/08/2015,5,114.95
93858,7312455530,312,19/08/2015,5,114.95
93859,7312455530,312,20/08/2015,3,68.97
93860,7312455530,312,20/08/2015,3,68.97
93861,7312455530,312,21/08/2015,3,68.97
93862,7312455530,312,24/08/2015,2,45.98
93863,7312455530,312,25/08/2015,4,91.96
93864,7312455530,312,26/08/2015,5,114.95
93865,7312455530,312,27/08/2015,3,68.97
93866,7312455530,312,28/08/2015,1,22.99
93867,7312455530,312,29/08/2015,2,45.98
93868,7312455530,312,01/09/2015,4,91.96
93869,7312455530,312,02/09/2015,5,114.95
93870,7312455530,312,03/09/2015,3,68.97
93871,7312455530,312,05/09/2015,2,45.98
93872,7312455530,312,05/09/2015,2,45.98
93873,7312455530,312,08/09/2015,4,91.96
93874,7312455530,312,12/09/2015,2,45.98
93875,7312455530,312,15/09/2015,2,45.98
93876,7312455530,312,18/09/2015,3,68.97
93877,7312455530,312,19/09/2015,2,45.98
93878,7312455530,312,21/09/2015,2,45.98
93879,7312455530,312,24/09/2015,3,68.97
93880,7312455530,312,25/09/2015,3,68.97
93881,7312455530,312,30/09/2015,5,114.95
93882,7312455530,312,01/10/2015,2,45.98
93883,7312455530,312,01/10/2015,3,68.97
93884,7312455530,312,03/10/2015,2,45.98
93885,7312455530,312,05/10/2015,2,45.98
93886,7312455530,312,07/10/2015,3,68.97
93887,7312455530,312,08/10/2015,3,68.97
93888,7312455530,312,10/10/2015,2,45.98
93889,7312455530,312,13/10/2015,2,45.98
93890,7312455530,312,14/10/2015,3,68.97
93891,7312455530,312,15/10/2015,2,45.98
93892,7312455530,312,15/10/2015,2,45.98
93893,7312455530,312,17/10/2015,2,45.98
93894,7312455530,312,20/10/2015,2,45.98
93895,7312455530,312,20/10/2015,2,45.98
93896,7312455530,312,21/10/2015,3,68.97
93897,7312455530,312,22/10/2015,3,68.97
93898,7312455530,312,22/10/2015,3,68.97
93899,7312455530,312,23/10/2015,1,22.99
93900,7312455530,312,24/10/2015,2,45.98
93901,7312455530,312,29/10/2015,3,68.97
93902,7312455530,312,02/11/2015,2,45.98
93903,7312455530,312,03/11/2015,2,45.98
93904,7312455530,312,04/11/2015,5,114.95
93905,7312455530,312,07/11/2015,2,45.98
93906,7312455530,312,09/11/2015,2,45.98
93907,7312455530,312,10/11/2015,2,45.98
93908,7312455530,312,11/11/2015,5,114.95
93909,7312455530,312,12/11/2015,2,45.98
93910,7312455530,312,12/11/2015,3,68.97
93911,7312455530,312,14/11/2015,2,45.98
93912,7312455530,312,17/11/2015,2,45.98
93913,7312455530,312,19/11/2015,3,68.97
93914,7312455530,312,21/11/2015,2,45.98
93915,7312455530,312,23/11/2015,2,45.98
93916,7312455530,312,24/11/2015,2,45.98
93917,7312455530,312,24/11/2015,2,45.98
93918,7312455530,312,26/11/2015,2,45.98
93919,7312455530,312,03/12/2015,3,68.97
93920,7312455530,312,08/12/2015,4,91.96
93921,7312455530,312,09/12/2015,3,68.97
93922,7312455530,312,09/12/2015,5,114.95
93923,7312455530,312,10/12/2015,3,68.97
93924,7312455530,312,10/12/2015,3,68.97
93925,7312455530,312,15/12/2015,2,45.98
93926,7312455530,312,15/12/2015,2,45.98
93927,7312455530,312,15/12/2015,4,91.96
93928,7312455530,312,17/12/2015,3,68.97
93929,7312455530,312,21/12/2015,2,45.98
93930,7312455530,312,22/12/2015,2,45.98
93931,7312455530,312,22/12/2015,2,45.98
93932,7312455530,312,24/12/2015,3,68.97
93933,7312455530,312,25/12/2015,3,68.97
93934,7312455530,312,28/12/2015,2,45.98
93935,7312455530,312,29/12/2015,4,91.96
93936,7312455530,312,31/12/2015,3,68.97
93937,7312455530,312,05/01/2016,2,45.98
93938,7312455530,312,05/01/2016,2,45.98
93939,7312455530,312,06/01/2016,3,68.97
93940,7312455530,312,06/01/2016,5,114.95
93941,7312455530,312,06/01/2016,5,114.95
93942,7312455530,312,07/01/2016,2,45.98
93943,7312455530,312,07/01/2016,2,45.98
93944,7312455530,312,07/01/2016,3,68.97
93945,7312455530,312,12/01/2016,2,45.98
93946,7312455530,312,12/01/2016,2,45.98
93947,7312455530,312,13/01/2016,5,114.95
93948,7312455530,312,14/01/2016,3,68.97
93949,7312455530,312,14/01/2016,3,68.97
93950,7312455530,312,14/01/2016,3,68.97
93951,7312455530,312,19/01/2016,2,45.98
93952,7312455530,312,20/01/2016,5,114.95
93953,7312455530,312,21/01/2016,2,45.98
93954,7312455530,312,21/01/2016,3,68.97
93955,7312455530,312,22/01/2016,3,68.97
93956,7312455530,312,23/01/2016,2,45.98
93957,7312455530,312,26/01/2016,2,45.98
93958,7312455530,312,28/01/2016,3,68.97
93959,7312455530,312,02/02/2016,4,91.96
93960,7312455530,312,03/02/2016,5,114.95
93961,7312455530,312,09/02/2016,2,45.98
93962,7312455530,312,10/02/2016,5,114.95
93963,7312455530,312,11/02/2016,2,45.98
93964,7312455530,312,11/02/2016,3,68.97
93965,7312455530,312,12/02/2016,1,22.99
93966,7312455530,312,15/02/2016,2,45.98
93967,7312455530,312,16/02/2016,4,91.96
93968,7312455530,312,18/02/2016,3,68.97
93969,7312455530,312,19/02/2016,3,68.97
93970,7312455530,312,23/02/2016,4,91.96
93971,7312455530,312,24/02/2016,3,68.97
93972,7312455530,312,25/02/2016,3,68.97
93973,7312455530,312,25/02/2016,3,68.97
93974,7312455530,312,26/02/2016,1,22.99
93975,7312455530,312,02/03/2016,5,114.95
93976,7312455530,312,03/03/2016,2,45.98
93977,7312455530,312,03/03/2016,2,45.98
93978,7312455530,312,07/03/2016,2,45.98
93979,7312455530,312,08/03/2016,2,45.98
93980,7312455530,312,08/03/2016,4,91.96
93981,7312455530,312,08/03/2016,4,91.96
93982,7312455530,312,16/03/2016,5,114.95
93983,7312455530,312,17/03/2016,2,45.98
93984,7312455530,312,17/03/2016,3,68.97
93985,7312455530,312,17/03/2016,3,68.97
93986,7312455530,312,17/03/2016,3,68.97
93987,7312455530,312,18/03/2016,3,68.97
93988,7312455530,312,22/03/2016,2,45.98
93989,7312455530,312,22/03/2016,2,45.98
93990,7312455530,312,22/03/2016,4,91.96
93991,7312455530,312,23/03/2016,3,68.97
93992,7312455530,312,24/03/2016,3,68.97
93993,7312455530,312,29/03/2016,2,45.98
93994,7312455530,312,29/03/2016,2,45.98
93995,7312455530,312,30/03/2016,5,114.95
93996,7312455530,312,31/03/2016,3,68.97
93997,7312455530,312,01/04/2016,1,22.99
93998,7312455530,312,04/04/2016,2,45.98
93999,7312455530,312,05/04/2016,4,91.96
94000,7312455530,312,07/04/2016,2,45.98
94001,7312455530,312,07/04/2016,3,68.97
94002,7312455530,312,08/04/2016,1,22.99
94003,7312455530,312,08/04/2016,3,68.97
94004,7312455530,312,12/04/2016,2,45.98
94005,7312455530,312,13/04/2016,5,114.95
94006,7312455530,312,13/04/2016,5,114.95
94007,7312455530,312,14/04/2016,2,45.98
94008,7312455530,312,21/04/2016,3,68.97
94009,7312455530,312,25/04/2016,2,45.98
94010,7312455530,312,26/04/2016,2,45.98
94011,7312455530,312,26/04/2016,4,91.96
94012,7312455530,312,28/04/2016,2,45.98
94013,7312455530,312,28/04/2016,2,45.98
94014,7312455530,312,29/04/2016,3,68.97
94015,7312455530,312,02/05/2016,2,45.98
94016,7312455530,312,03/05/2016,2,45.98
94017,7312455530,312,05/05/2016,2,45.98
94018,7312455530,312,10/05/2016,2,45.98
94019,7312455530,312,10/05/2016,2,45.98
94020,7312455530,312,10/05/2016,4,91.96
94021,7312455530,312,12/05/2016,3,68.97
94022,7312455530,312,13/05/2016,3,68.97
94023,7312455530,312,17/05/2016,4,91.96
94024,7312455530,312,19/05/2016,2,45.98
94025,7312455530,312,20/05/2016,1,22.99
94026,7312455530,312,24/05/2016,2,45.98
94027,7312455530,312,24/05/2016,4,91.96
94028,7312455530,312,25/05/2016,5,114.95
94029,7312455530,312,26/05/2016,2,45.98
94030,7312455530,312,31/05/2016,2,45.98
94031,7312455530,312,01/06/2016,5,114.95
94032,7312455530,312,01/06/2016,5,114.95
94033,7312455530,312,02/06/2016,3,68.97
94034,7312455530,312,03/06/2016,3,68.97
94035,7312455530,312,06/06/2016,2,45.98
94036,7312455530,312,07/06/2016,4,91.96
94037,7312455530,312,07/06/2016,4,91.96
94038,7312455530,312,08/06/2016,5,114.95
94039,7312455530,312,10/06/2016,3,68.97
94040,7312455530,312,14/06/2016,4,91.96
94041,7312455530,312,15/06/2016,5,114.95
94042,7312455530,312,16/06/2016,3,68.97
94043,7312455530,312,16/06/2016,3,68.97
94044,7312455530,312,21/06/2016,4,91.96
94045,7312455530,312,22/06/2016,3,68.97
94046,7312455530,312,23/06/2016,2,45.98
94047,7312455530,312,28/06/2016,2,45.98
94048,7312455530,312,28/06/2016,4,91.96
94049,7312455530,312,29/06/2016,5,114.95
94050,7312455530,312,30/06/2016,3,68.97
94051,7312455530,312,06/07/2016,3,68.97
94052,7312455530,312,07/07/2016,2,45.98
94053,7312455530,312,07/07/2016,3,68.97
94054,7312455530,312,12/07/2016,2,45.98
94055,7312455530,312,12/07/2016,4,91.96
94056,7312455530,312,13/07/2016,3,68.97
94057,7312455530,312,14/07/2016,2,45.98
94058,7312455530,312,18/07/2016,2,45.98
94059,7312455530,312,20/07/2016,5,114.95
94060,7312455530,312,21/07/2016,2,45.98
94061,7312455530,312,26/07/2016,4,91.96
94062,7312455530,312,27/07/2016,5,114.95
94063,7312455530,312,28/07/2016,2,45.98
94064,7312455530,312,28/07/2016,3,68.97
94065,7312455530,312,03/08/2016,3,68.97
94066,7312455530,312,03/08/2016,5,114.95
94067,7312455530,312,03/08/2016,5,114.95
94068,7312455530,312,04/08/2016,2,45.98
94069,7312455530,312,05/08/2016,3,68.97
94070,7312455530,312,06/08/2016,2,45.98
94071,7312455530,312,09/08/2016,2,45.98
94072,7312455530,312,09/08/2016,4,91.96
94073,7312455530,312,10/08/2016,3,68.97
94074,7312455530,312,11/08/2016,3,68.97
94075,7312455530,312,15/08/2016,2,45.98
94076,7312455530,312,16/08/2016,2,45.98
94077,7312455530,312,16/08/2016,2,45.98
94078,7312455530,312,17/08/2016,3,68.97
94079,7312455530,312,17/08/2016,5,114.95
94080,7312455530,312,18/08/2016,3,68.97
94081,7312455530,312,19/08/2016,1,22.99
94082,7312455530,312,19/08/2016,3,68.97
94597,7312455520,312,20/08/2014,1,25.99
94598,7312455520,312,20/08/2014,1,22.99
94599,7312455520,312,22/08/2014,2,51.98
94600,7312455520,312,28/08/2014,1,25.99
94601,7312455520,312,29/08/2014,2,51.98
94602,7312455520,312,29/08/2014,2,51.98
94603,7312455520,312,01/09/2014,3,77.97
94604,7312455520,312,03/09/2014,1,22.99
94605,7312455520,312,03/09/2014,1,22.99
94606,7312455520,312,04/09/2014,1,25.99
94607,7312455520,312,04/09/2014,1,25.99
94608,7312455520,312,05/09/2014,2,51.98
94609,7312455520,312,10/09/2014,1,22.99
94610,7312455520,312,11/09/2014,1,25.99
94611,7312455520,312,11/09/2014,1,25.99
94612,7312455520,312,12/09/2014,2,51.98
94613,7312455520,312,12/09/2014,2,51.98
94614,7312455520,312,13/09/2014,2,51.98
94615,7312455520,312,15/09/2014,3,77.97
94616,7312455520,312,17/09/2014,1,22.99
94617,7312455520,312,18/09/2014,1,25.99
94618,7312455520,312,19/09/2014,2,51.98
94619,7312455520,312,24/09/2014,1,25.99
94620,7312455520,312,24/09/2014,1,25.99
94621,7312455520,312,24/09/2014,1,22.99
94622,7312455520,312,29/09/2014,3,77.97
94623,7312455520,312,01/10/2014,1,25.99
94624,7312455520,312,01/10/2014,1,25.99
94625,7312455520,312,01/10/2014,1,22.99
94626,7312455520,312,02/10/2014,1,25.99
94627,7312455520,312,03/10/2014,2,51.98
94628,7312455520,312,03/10/2014,2,51.98
94629,7312455520,312,06/10/2014,3,77.97
94630,7312455520,312,08/10/2014,1,25.99
94631,7312455520,312,14/10/2014,3,77.97
94632,7312455520,312,14/10/2014,3,77.97
94633,7312455520,312,15/10/2014,1,25.99
94634,7312455520,312,15/10/2014,1,25.99
94635,7312455520,312,15/10/2014,1,22.99
94636,7312455520,312,16/10/2014,1,25.99
94637,7312455520,312,16/10/2014,1,25.99
94638,7312455520,312,17/10/2014,2,51.98
94639,7312455520,312,17/10/2014,2,51.98
94640,7312455520,312,20/10/2014,3,77.97
94641,7312455520,312,22/10/2014,1,25.99
94642,7312455520,312,22/10/2014,1,22.99
94643,7312455520,312,25/10/2014,2,51.98
94644,7312455520,312,29/10/2014,1,25.99
94645,7312455520,312,29/10/2014,1,25.99
94646,7312455520,312,29/10/2014,1,25.99
94647,7312455520,312,29/10/2014,2,51.98
94648,7312455520,312,31/10/2014,2,51.98
94649,7312455520,312,01/11/2014,2,51.98
94650,7312455520,312,04/11/2014,3,77.97
94651,7312455520,312,05/11/2014,1,25.99
94652,7312455520,312,05/11/2014,2,51.98
94653,7312455520,312,06/11/2014,1,25.99
94654,7312455520,312,07/11/2014,1,25.99
94655,7312455520,312,07/11/2014,2,51.98
94656,7312455520,312,12/11/2014,1,25.99
94657,7312455520,312,21/11/2014,2,51.98
94658,7312455520,312,25/11/2014,3,77.97
94659,7312455520,312,26/11/2014,1,22.99
94660,7312455520,312,03/12/2014,1,25.99
94661,7312455520,312,03/12/2014,1,25.99
94662,7312455520,312,03/12/2014,1,22.99
94663,7312455520,312,04/12/2014,1,25.99
94664,7312455520,312,11/12/2014,1,25.99
94665,7312455520,312,12/12/2014,1,25.99
94666,7312455520,312,12/12/2014,2,51.98
94667,7312455520,312,15/12/2014,3,68.97
94668,7312455520,312,16/12/2014,3,77.97
94669,7312455520,312,16/12/2014,3,77.97
94670,7312455520,312,17/12/2014,1,25.99
94671,7312455520,312,17/12/2014,1,25.99
94672,7312455520,312,18/12/2014,1,25.99
94673,7312455520,312,18/12/2014,1,25.99
94674,7312455520,312,19/12/2014,2,51.98
94675,7312455520,312,22/12/2014,3,77.97
94676,7312455520,312,31/12/2014,1,25.99
94677,7312455520,312,31/12/2014,1,22.99
94678,7312455520,312,31/12/2014,1,22.99
94679,7312455520,312,02/01/2015,2,51.98
94680,7312455520,312,07/01/2015,1,25.99
94681,7312455520,312,07/01/2015,1,25.99
94682,7312455520,312,07/01/2015,1,25.99
94683,7312455520,312,09/01/2015,2,51.98
94684,7312455520,312,10/01/2015,2,51.98
94685,7312455520,312,12/01/2015,3,77.97
94686,7312455520,312,14/01/2015,1,25.99
94687,7312455520,312,14/01/2015,2,51.98
94688,7312455520,312,15/01/2015,1,25.99
94689,7312455520,312,17/01/2015,2,51.98
94690,7312455520,312,21/01/2015,1,25.99
94691,7312455520,312,21/01/2015,2,51.98
94692,7312455520,312,22/01/2015,1,25.99
94693,7312455520,312,22/01/2015,1,25.99
94694,7312455520,312,23/01/2015,2,51.98
94695,7312455520,312,24/01/2015,2,51.98
94696,7312455520,312,24/01/2015,2,51.98
94697,7312455520,312,26/01/2015,3,68.97
94698,7312455520,312,28/01/2015,1,25.99
94699,7312455520,312,30/01/2015,1,25.99
94700,7312455520,312,31/01/2015,2,51.98
94701,7312455520,312,02/02/2015,3,77.97
94702,7312455520,312,02/02/2015,3,68.97
94703,7312455520,312,03/02/2015,3,77.97
94704,7312455520,312,04/02/2015,2,51.98
94705,7312455520,312,05/02/2015,1,25.99
94706,7312455520,312,06/02/2015,1,25.99
94707,7312455520,312,11/02/2015,1,29.99
94708,7312455520,312,11/02/2015,2,59.98
94709,7312455520,312,12/02/2015,1,29.99
94710,7312455520,312,13/02/2015,2,59.98
94711,7312455520,312,14/02/2015,2,59.98
94712,7312455520,312,16/02/2015,3,89.97
94713,7312455520,312,18/02/2015,1,29.99
94714,7312455520,312,19/02/2015,1,29.99
94715,7312455520,312,20/02/2015,2,59.98
94716,7312455520,312,20/02/2015,2,59.98
94717,7312455520,312,23/02/2015,3,89.97
94718,7312455520,312,25/02/2015,1,29.99
94719,7312455520,312,25/02/2015,2,59.98
94720,7312455520,312,27/02/2015,2,59.98
94721,7312455520,312,28/02/2015,2,59.98
94722,7312455520,312,04/03/2015,1,29.99
94723,7312455520,312,04/03/2015,1,29.99
94724,7312455520,312,04/03/2015,1,22.99
94725,7312455520,312,04/03/2015,1,22.99
94726,7312455520,312,05/03/2015,1,29.99
94727,7312455520,312,05/03/2015,1,29.99
94728,7312455520,312,06/03/2015,2,59.98
94729,7312455520,312,07/03/2015,2,59.98
94730,7312455520,312,09/03/2015,3,89.97
94731,7312455520,312,11/03/2015,1,29.99
94732,7312455520,312,11/03/2015,1,29.99
94733,7312455520,312,11/03/2015,2,59.98
94734,7312455520,312,12/03/2015,1,29.99
94735,7312455520,312,12/03/2015,1,29.99
94736,7312455520,312,13/03/2015,1,29.99
94737,7312455520,312,18/03/2015,1,29.99
94738,7312455520,312,19/03/2015,1,29.99
94739,7312455520,312,20/03/2015,2,59.98
94740,7312455520,312,20/03/2015,2,59.98
94741,7312455520,312,21/03/2015,2,59.98
94742,7312455520,312,23/03/2015,3,89.97
94743,7312455520,312,24/03/2015,3,89.97
94744,7312455520,312,25/03/2015,1,29.99
94745,7312455520,312,25/03/2015,1,29.99
94746,7312455520,312,26/03/2015,1,29.99
94747,7312455520,312,26/03/2015,1,29.99
94748,7312455520,312,27/03/2015,1,29.99
94749,7312455520,312,27/03/2015,2,59.98
94750,7312455520,312,28/03/2015,2,59.98
94751,7312455520,312,30/03/2015,3,89.97
94752,7312455520,312,01/04/2015,1,29.99
94753,7312455520,312,01/04/2015,1,29.99
94754,7312455520,312,01/04/2015,1,29.99
94755,7312455520,312,02/04/2015,1,29.99
94756,7312455520,312,03/04/2015,1,29.99
94757,7312455520,312,03/04/2015,2,59.98
94758,7312455520,312,08/04/2015,1,29.99
94759,7312455520,312,08/04/2015,1,22.99
94760,7312455520,312,09/04/2015,1,29.99
94761,7312455520,312,09/04/2015,1,29.99
94762,7312455520,312,15/04/2015,1,29.99
94763,7312455520,312,15/04/2015,2,59.98
94764,7312455520,312,17/04/2015,2,59.98
94765,7312455520,312,20/04/2015,3,89.97
94766,7312455520,312,24/04/2015,1,29.99
94767,7312455520,312,29/04/2015,1,29.99
94768,7312455520,312,30/04/2015,1,29.99
94769,7312455520,312,30/04/2015,1,29.99
94770,7312455520,312,01/05/2015,1,29.99
94771,7312455520,312,04/05/2015,3,89.97
94772,7312455520,312,04/05/2015,3,68.97
94773,7312455520,312,05/05/2015,3,89.97
94774,7312455520,312,06/05/2015,1,29.99
94775,7312455520,312,06/05/2015,1,29.99
94776,7312455520,312,06/05/2015,1,29.99
94777,7312455520,312,07/05/2015,1,29.99
94778,7312455520,312,13/05/2015,1,29.99
94779,7312455520,312,14/05/2015,1,29.99
94780,7312455520,312,15/05/2015,2,59.98
94781,7312455520,312,15/05/2015,2,59.98
94782,7312455520,312,18/05/2015,3,89.97
94783,7312455520,312,20/05/2015,1,29.99
94784,7312455520,312,20/05/2015,2,59.98
94785,7312455520,312,21/05/2015,1,29.99
94786,7312455520,312,23/05/2015,2,59.98
94787,7312455520,312,27/05/2015,1,29.99
94788,7312455520,312,27/05/2015,1,29.99
94789,7312455520,312,28/05/2015,1,29.99
94790,7312455520,312,28/05/2015,1,29.99
94791,7312455520,312,30/05/2015,2,59.98
94792,7312455520,312,04/06/2015,1,29.99
94793,7312455520,312,04/06/2015,1,29.99
94794,7312455520,312,05/06/2015,2,59.98
94795,7312455520,312,06/06/2015,2,59.98
94796,7312455520,312,08/06/2015,3,68.97
94797,7312455520,312,10/06/2015,2,59.98
94798,7312455520,312,12/06/2015,2,59.98
94799,7312455520,312,13/06/2015,2,59.98
94800,7312455520,312,15/06/2015,3,89.97
94801,7312455520,312,17/06/2015,1,29.99
94802,7312455520,312,18/06/2015,1,29.99
94803,7312455520,312,18/06/2015,1,29.99
94804,7312455520,312,19/06/2015,2,59.98
94805,7312455520,312,24/06/2015,1,29.99
94806,7312455520,312,24/06/2015,1,29.99
94807,7312455520,312,24/06/2015,2,59.98
94808,7312455520,312,29/06/2015,3,68.97
94809,7312455520,312,01/07/2015,1,29.99
94810,7312455520,312,01/07/2015,1,22.99
94811,7312455520,312,02/07/2015,1,29.99
94812,7312455520,312,02/07/2015,1,29.99
94813,7312455520,312,08/07/2015,1,29.99
94814,7312455520,312,09/07/2015,1,29.99
94815,7312455520,312,09/07/2015,1,29.99
94816,7312455520,312,10/07/2015,2,59.98
94817,7312455520,312,10/07/2015,2,59.98
94818,7312455520,312,15/07/2015,2,59.98
94819,7312455520,312,16/07/2015,1,29.99
94820,7312455520,312,16/07/2015,1,29.99
94821,7312455520,312,20/07/2015,3,89.97
94822,7312455520,312,23/07/2015,1,29.99
94823,7312455520,312,23/07/2015,1,29.99
94824,7312455520,312,24/07/2015,2,59.98
94825,7312455520,312,25/07/2015,2,59.98
94826,7312455520,312,25/07/2015,2,59.98
94827,7312455520,312,27/07/2015,3,89.97
94828,7312455520,312,27/07/2015,3,89.97
94829,7312455520,312,29/07/2015,1,29.99
94830,7312455520,312,29/07/2015,1,29.99
94831,7312455520,312,29/07/2015,1,29.99
94832,7312455520,312,29/07/2015,1,22.99
94833,7312455520,312,30/07/2015,1,29.99
94834,7312455520,312,31/07/2015,1,29.99
94835,7312455520,312,01/08/2015,2,59.98
94836,7312455520,312,05/08/2015,2,59.98
94837,7312455520,312,06/08/2015,1,29.99
94838,7312455520,312,07/08/2015,2,59.98
94839,7312455520,312,10/08/2015,3,68.97
94840,7312455520,312,12/08/2015,1,29.99
94841,7312455520,312,13/08/2015,1,29.99
94842,7312455520,312,14/08/2015,2,59.98
94843,7312455520,312,17/08/2015,3,89.97
94844,7312455520,312,17/08/2015,3,68.97
94845,7312455520,312,19/08/2015,1,29.99
94846,7312455520,312,21/08/2015,1,29.99
94847,7312455520,312,26/08/2015,2,59.98
94848,7312455520,312,28/08/2015,1,29.99
94849,7312455520,312,02/09/2015,1,29.99
94850,7312455520,312,02/09/2015,1,29.99
94851,7312455520,312,02/09/2015,1,29.99
94852,7312455520,312,02/09/2015,1,22.99
94853,7312455520,312,03/09/2015,1,29.99
94854,7312455520,312,04/09/2015,1,29.99
94855,7312455520,312,04/09/2015,2,59.98
94856,7312455520,312,05/09/2015,2,59.98
94857,7312455520,312,07/09/2015,3,68.97
94858,7312455520,312,09/09/2015,1,29.99
94859,7312455520,312,09/09/2015,2,59.98
94860,7312455520,312,12/09/2015,2,59.98
94861,7312455520,312,16/09/2015,1,29.99
94862,7312455520,312,18/09/2015,2,59.98
94863,7312455520,312,28/09/2015,3,89.97
94864,7312455520,312,28/09/2015,3,68.97
94865,7312455520,312,03/10/2015,2,59.98
94866,7312455520,312,05/10/2015,3,89.97
94867,7312455520,312,07/10/2015,1,29.99
94868,7312455520,312,07/10/2015,1,29.99
94869,7312455520,312,07/10/2015,1,29.99
94870,7312455520,312,07/10/2015,1,29.99
94871,7312455520,312,08/10/2015,1,29.99
94872,7312455520,312,09/10/2015,2,59.98
94873,7312455520,312,14/10/2015,2,59.98
94874,7312455520,312,16/10/2015,1,29.99
94875,7312455520,312,17/10/2015,2,59.98
94876,7312455520,312,19/10/2015,3,89.97
94877,7312455520,312,19/10/2015,3,89.97
94878,7312455520,312,19/10/2015,3,68.97
94879,7312455520,312,21/10/2015,1,29.99
94880,7312455520,312,21/10/2015,1,29.99
94881,7312455520,312,22/10/2015,1,29.99
94882,7312455520,312,23/10/2015,2,59.98
94883,7312455520,312,26/10/2015,3,89.97
94884,7312455520,312,26/10/2015,3,68.97
94885,7312455520,312,28/10/2015,1,22.99
94886,7312455520,312,29/10/2015,1,29.99
94887,7312455520,312,29/10/2015,1,29.99
94888,7312455520,312,30/10/2015,2,59.98
94889,7312455520,312,31/10/2015,2,59.98
94890,7312455520,312,04/11/2015,2,59.98
94891,7312455520,312,05/11/2015,1,29.99
94892,7312455520,312,11/11/2015,1,29.99
94893,7312455520,312,12/11/2015,1,29.99
94894,7312455520,312,13/11/2015,2,59.98
94895,7312455520,312,16/11/2015,3,89.97
94896,7312455520,312,16/11/2015,3,89.97
94897,7312455520,312,18/11/2015,1,29.99
94898,7312455520,312,19/11/2015,1,29.99
94899,7312455520,312,20/11/2015,2,59.98
94900,7312455520,312,23/11/2015,3,89.97
94901,7312455520,312,25/11/2015,1,22.99
94902,7312455520,312,30/11/2015,3,89.97
94903,7312455520,312,01/12/2015,3,89.97
94904,7312455520,312,02/12/2015,1,29.99
